Gender,Age,Married,Number of Dependents,City,Zip Code,Tenure in Months,Offer,Phone Service,Internet Service,Total Charges,Total Revenue,Customer Status
Female,53,No,0,Newman,95360,6,None,Yes,Yes,455.3,526.16,Churned
Female,35,No,0,Stockton,95203,1,None,Yes,Yes,44.75,85.62,Joined
Female,33,Yes,2,Traver,93673,37,Offer C,Yes,Yes,3340.55,3380.51,Stayed
Female,73,No,0,Gardena,90247,56,None,Yes,Yes,6139.5,8778.78,Stayed
Female,29,No,0,Mcarthur,96056,7,Offer E,Yes,No,173.15,286.55,Stayed
Female,26,No,0,Blocksburg,95514,4,None,Yes,Yes,324.2,479.16,Stayed
Female,73,No,0,Richmond,94801,71,Offer A,Yes,Yes,6951.15,9387.38,Stayed
Male,80,Yes,0,Big Pine,93513,58,None,Yes,Yes,5780.7,7585.08,Stayed
Male,62,No,0,Oakland,94621,53,None,Yes,No,978.0,2206.01,Stayed
Male,76,Yes,0,Novato,94945,31,Offer C,Yes,Yes,2807.65,4203.93,Stayed
Male,22,No,0,Anderson,96007,1,None,Yes,No,20.3,49.49,Joined
Male,22,No,0,Irvine,92612,6,None,Yes,Yes,335.65,354.61,Stayed
Male,49,No,0,Hawaiian Gardens,90716,49,None,Yes,Yes,3199.0,4069.73,Stayed
Female,60,No,0,Weimar,95736,8,None,Yes,Yes,469.25,639.41,Stayed
Female,65,No,0,Woodlake,93286,22,None,Yes,No,417.0,1173.58,Stayed
Male,37,Yes,0,Byron,94514,29,None,Yes,Yes,2467.1,3289.83,Churned
Male,24,Yes,1,Visalia,93291,61,None,No,Yes,2117.2,2227.2,Stayed
Female,69,No,0,San Diego,92129,30,None,Yes,Yes,2758.15,4134.55,Churned
Female,36,Yes,0,Rancho Cucamonga,91730,25,None,Yes,Yes,2368.4,2949.4,Churned
Male,73,No,0,Olancha,93549,9,Offer E,Yes,Yes,718.55,952.2,Stayed
Male,27,Yes,2,San Diego,92120,5,None,Yes,No,99.45,305.5,Stayed
Male,28,No,0,San Jose,95130,9,Offer E,Yes,Yes,758.6,1200.86,Churned
Female,32,Yes,0,San Mateo,94403,65,Offer B,Yes,Yes,7118.9,9806.0,Stayed
Male,79,No,0,Shingle Springs,95682,29,Offer C,Yes,Yes,2948.6,3199.71,Stayed
Female,23,No,0,Hercules,94547,1,None,Yes,No,25.75,40.97,Joined
Female,47,No,0,Los Angeles,90033,12,Offer D,Yes,Yes,958.25,1221.41,Stayed
Female,34,Yes,1,Ione,95640,55,Offer B,Yes,Yes,5448.6,7713.5,Stayed
Male,40,No,0,Corona Del Mar,92625,11,None,Yes,Yes,926.25,1420.59,Churned
Male,19,Yes,0,Downey,90242,68,Offer A,Yes,No,1629.2,3342.12,Stayed
Male,51,No,0,Fulton,95439,34,None,Yes,Yes,3540.65,4492.65,Stayed
Male,49,No,0,Oakland,94618,1,None,Yes,No,20.75,57.03,Joined
Male,40,Yes,1,Lookout,96054,36,None,Yes,Yes,1939.35,2227.35,Stayed
Female,35,Yes,0,Los Angeles,90005,15,None,Yes,No,387.9,1088.1,Stayed
Male,38,No,0,San Mateo,94401,10,None,Yes,Yes,524.5,1014.9,Stayed
Female,36,No,0,Sun Valley,91352,3,None,Yes,Yes,213.35,321.73,Joined
Female,30,No,0,Creston,93432,1,Offer E,Yes,No,25.7,69.54,Joined
Male,48,Yes,0,Raymond,93653,43,Offer B,Yes,Yes,3551.65,3879.74,Stayed
Female,24,No,2,Orleans,95556,8,Offer E,Yes,No,163.6,288.88,Stayed
Female,68,Yes,3,Fallbrook,92028,4,Offer E,Yes,Yes,181.6,350.12,Churned
Male,64,Yes,3,Tomales,94971,71,Offer A,Yes,No,1387.45,2532.68,Stayed
Male,36,No,0,Sunnyvale,94086,17,None,Yes,Yes,1625.65,1702.32,Churned
Female,28,Yes,1,Mccloud,96057,6,Offer E,Yes,Yes,273.25,422.23,Stayed
Male,65,No,0,Sloughhouse,95683,2,Offer E,Yes,Yes,181.7,223.68,Churned
Female,73,Yes,0,Escondido,92029,1,Offer E,Yes,Yes,49.55,73.79,Churned
Male,30,No,0,San Diego,92126,64,None,Yes,Yes,6903.1,8453.82,Churned
Male,31,No,3,Inverness,94937,39,None,No,Yes,2191.7,2191.7,Stayed
Male,52,Yes,2,El Cajon,92020,46,Offer B,Yes,Yes,2560.1,4328.8,Stayed
Male,26,Yes,0,Vallejo,94589,1,Offer E,Yes,Yes,90.75,113.81,Churned
Female,45,Yes,3,Menifee,92584,72,Offer A,Yes,Yes,5986.55,8711.03,Stayed
Female,35,Yes,1,Vallejo,94590,33,None,Yes,No,641.35,1054.18,Stayed
Female,55,No,0,Corona,92880,32,None,Yes,Yes,3608.0,3755.52,Stayed
Female,44,No,0,Pacific Grove,93950,5,None,Yes,No,104.3,227.35,Stayed
Female,28,No,0,Marina Del Rey,90292,2,None,No,Yes,85.5,95.5,Churned
Female,29,No,0,Hemet,92543,2,Offer E,Yes,Yes,184.1,251.88,Churned
Female,79,No,0,La Jolla,92037,17,Offer D,Yes,Yes,1470.05,1488.07,Stayed
Male,39,No,1,Alleghany,95910,5,None,Yes,No,122.0,162.05,Stayed
Male,35,No,0,Lakewood,90713,10,Offer D,Yes,No,226.55,256.65,Stayed
Male,42,No,0,Manteca,95337,1,Offer E,Yes,Yes,50.15,90.02,Joined
Female,40,No,0,Harbor City,90710,41,Offer B,Yes,Yes,2364.0,3859.27,Stayed
Female,22,No,0,Fresno,93702,63,Offer B,Yes,Yes,6137.0,6664.94,Churned
Male,37,Yes,0,Long Beach,90813,22,None,Yes,No,419.9,1477.22,Stayed
Female,32,No,0,Rancho Santa Fe,92067,47,Offer B,Yes,Yes,4730.6,4845.75,Stayed
Male,41,No,0,Paso Robles,93446,65,Offer B,Yes,Yes,4805.65,6250.6,Stayed
Female,74,No,0,Somis,93066,8,Offer E,Yes,Yes,908.55,1227.43,Stayed
Male,54,No,0,Greenview,96037,10,Offer D,Yes,Yes,930.4,1286.7,Churned
Female,40,No,0,Amador City,95601,9,None,Yes,Yes,714.15,920.07,Churned
Male,60,No,0,Oceanside,92054,35,Offer C,Yes,Yes,3251.3,4987.65,Stayed
Male,74,No,0,Palo Cedro,96073,2,None,Yes,Yes,165.4,178.42,Churned
Male,67,Yes,0,Glenhaven,95443,8,None,No,Yes,371.4,371.4,Stayed
Male,25,Yes,0,San Jose,95124,24,Offer C,No,Yes,688.0,688.0,Stayed
Female,46,No,0,Long Beach,90804,36,None,No,Yes,1901.25,1901.25,Stayed
Male,60,Yes,0,Orange,92865,67,Offer A,Yes,Yes,7567.2,8985.11,Stayed
Female,65,Yes,0,Temecula,92592,15,None,Yes,Yes,1258.3,2030.25,Churned
Male,56,No,1,Wilmington,90744,10,None,Yes,Yes,619.0,918.5,Stayed
Female,20,No,0,Ahwahnee,93601,1,None,Yes,Yes,78.05,117.46,Churned
Male,75,Yes,0,Soda Springs,95728,24,None,No,Yes,971.3,971.3,Churned
Male,39,No,0,Los Molinos,96055,21,None,No,Yes,780.15,780.15,Stayed
Female,52,No,0,Costa Mesa,92627,11,Offer D,Yes,Yes,601.6,941.87,Stayed
Female,75,No,0,Pioneertown,92268,50,Offer B,Yes,Yes,5222.35,6104.85,Stayed
Male,39,No,0,Winton,95388,13,Offer D,Yes,No,270.2,560.23,Stayed
Female,49,Yes,1,Dublin,94568,64,Offer B,Yes,Yes,6997.3,8351.54,Stayed
Male,60,No,0,Bakersfield,93306,3,Offer E,Yes,Yes,253.8,402.69,Joined
Male,19,No,1,Mount Hamilton,95140,71,None,Yes,Yes,6028.95,8293.14,Stayed
Female,63,No,0,Los Angeles,90013,9,Offer E,Yes,No,238.15,551.26,Stayed
Female,49,No,0,Fremont,94555,1,None,Yes,Yes,83.4,126.46,Joined
Male,28,No,0,San Gabriel,91776,3,None,Yes,No,76.95,187.98,Joined
Male,61,Yes,0,Rancho Cucamonga,91737,53,None,No,Yes,3184.25,3184.25,Churned
Female,56,Yes,0,Palos Verdes Peninsula,90274,46,None,Yes,No,927.1,2328.72,Stayed
Male,30,Yes,2,Redding,96002,63,Offer B,Yes,Yes,4896.35,6125.79,Stayed
Male,29,Yes,0,Los Banos,93635,71,Offer A,Yes,Yes,7616.0,9885.87,Stayed
Female,67,Yes,0,Bonsall,92003,5,Offer E,Yes,Yes,341.6,389.4,Stayed
Female,25,Yes,3,Irvine,92618,65,None,Yes,No,1748.55,3960.5,Stayed
Male,48,No,0,Riverside,92505,42,None,Yes,Yes,4222.95,5301.93,Stayed
Female,48,No,0,Lebec,93243,3,None,Yes,Yes,238.1,236.76,Joined
Male,28,No,0,Mt Baldy,91759,24,None,Yes,Yes,1348.5,2070.18,Stayed
Male,57,No,2,Ventura,93004,66,None,Yes,No,1357.1,2701.54,Stayed
Female,42,No,0,Traver,93673,25,Offer C,Yes,No,475.2,823.45,Stayed
Female,45,Yes,0,San Diego,92124,56,None,Yes,Yes,5608.4,6758.08,Stayed
Male,79,Yes,0,White Water,92282,52,None,Yes,Yes,5376.4,6892.2,Stayed
Female,47,Yes,2,Los Angeles,90024,23,None,Yes,No,611.45,1436.23,Stayed
Female,56,Yes,0,Sequoia National Park,93262,25,None,Yes,No,733.55,823.55,Stayed
Female,33,No,0,Camptonville,95922,32,None,Yes,Yes,3334.9,4663.86,Stayed
Female,21,No,0,Los Angeles,90036,16,None,Yes,Yes,762.25,990.41,Churned
Female,74,Yes,3,Live Oak,95953,23,None,Yes,Yes,2130.55,2177.24,Stayed
Male,22,No,0,Orick,95555,26,Offer C,No,Yes,1362.85,1362.85,Stayed
Female,56,Yes,0,Chilcoot,96105,49,None,Yes,No,923.1,2006.0,Stayed
Male,46,No,3,Hat Creek,96040,1,None,Yes,No,20.05,27.71,Joined
Male,68,No,0,Gasquet,95543,5,None,Yes,Yes,331.9,330.77,Churned
Female,36,No,0,Sacramento,95822,50,None,Yes,No,1023.95,1654.95,Stayed
Male,52,No,0,Huntington Beach,92646,13,Offer D,No,Yes,597.0,597.0,Churned
Female,64,Yes,1,Hayward,94542,28,Offer C,Yes,No,543.0,1156.48,Stayed
Female,25,No,1,Buena Park,90620,49,None,Yes,No,921.3,3157.66,Stayed
Female,51,No,0,Rancho Mirage,92270,18,None,Yes,Yes,1679.4,1774.31,Stayed
Female,26,Yes,1,Santa Cruz,95065,72,Offer A,Yes,Yes,5025.85,7833.13,Stayed
Female,43,Yes,2,Bakersfield,93313,37,None,Yes,Yes,3314.15,3373.35,Stayed
Male,80,Yes,0,El Cerrito,94530,7,Offer E,No,Yes,220.45,208.62,Stayed
Male,64,Yes,0,Sequoia National Park,93262,45,Offer B,Yes,Yes,3775.85,3847.4,Stayed
Male,53,No,0,San Marino,91108,19,None,Yes,Yes,865.85,1404.18,Stayed
Male,42,No,0,Fairfax,94930,29,None,Yes,No,572.2,1909.68,Stayed
Male,37,Yes,1,Jamestown,95327,61,Offer B,Yes,Yes,6449.15,9077.03,Stayed
Male,46,No,0,Altadena,91001,4,Offer E,Yes,Yes,199.75,335.47,Stayed
Female,22,No,0,Los Angeles,90071,38,Offer C,Yes,Yes,3988.5,5038.6,Stayed
Female,52,No,0,Kirkwood,95646,2,Offer E,Yes,No,57.4,111.2,Joined
Male,23,No,0,Caspar,95420,1,None,Yes,Yes,45.05,93.08,Churned
Female,60,No,0,Gerber,96035,15,Offer D,No,Yes,693.45,677.18,Stayed
Male,30,No,0,Martinez,94553,71,Offer A,Yes,Yes,7532.15,11040.97,Churned
Male,40,Yes,0,Rough And Ready,95975,52,None,Yes,Yes,4348.65,6343.89,Churned
Female,60,No,0,Rancho Mirage,92270,2,Offer E,Yes,No,38.7,88.12,Churned
Male,77,Yes,0,San Diego,92122,24,Offer C,Yes,Yes,2231.05,2617.45,Churned
Male,39,No,0,San Diego,92139,43,Offer B,Yes,Yes,3161.4,4006.78,Stayed
Male,27,No,0,Hopland,95449,2,Offer E,Yes,Yes,80.35,149.73,Churned
Male,21,No,0,San Diego,92120,24,Offer C,Yes,Yes,1218.25,1307.53,Stayed
Male,78,Yes,0,Westport,95488,41,None,Yes,Yes,4259.3,5175.38,Churned
Female,49,Yes,0,Fallbrook,92028,14,None,Yes,Yes,1258.6,1667.12,Churned
Female,57,Yes,0,Sheridan,95681,64,None,Yes,Yes,4378.8,5869.36,Stayed
Male,38,Yes,0,Torrance,90503,72,Offer A,Yes,No,1363.25,4927.25,Stayed
Female,29,No,0,Tahoe Vista,96148,27,None,Yes,Yes,1439.35,1474.72,Stayed
Male,79,No,0,Descanso,91916,35,None,Yes,Yes,2471.25,2577.65,Stayed
Male,20,No,1,Eureka,95503,1,None,Yes,Yes,59.55,100.94,Joined
Female,62,No,0,Platina,96076,1,Offer E,Yes,Yes,68.65,81.05,Churned
Male,74,No,0,Santa Rosa,95407,43,None,Yes,Yes,3856.75,5538.91,Churned
Female,69,Yes,0,Vallejo,94592,53,None,Yes,Yes,5016.25,6592.17,Stayed
Female,50,No,0,Rio Oso,95674,17,None,Yes,Yes,937.5,1350.77,Churned
Female,67,No,0,Mc Kittrick,93251,20,Offer D,Yes,Yes,1727.5,2313.3,Churned
Male,33,No,0,Loma Mar,94021,6,None,Yes,No,124.4,187.64,Stayed
Male,47,No,3,San Leandro,94578,1,None,No,Yes,24.7,24.7,Joined
Female,52,No,0,San Diego,92130,61,None,Yes,Yes,5308.7,6739.15,Stayed
Female,74,No,0,Anaheim,92807,4,None,Yes,Yes,346.2,539.6,Churned
Female,57,No,0,Dana Point,92629,1,None,Yes,No,19.55,60.18,Joined
Male,24,No,0,Vernalis,95385,1,None,Yes,Yes,80.5,116.27,Churned
Female,50,Yes,2,Escondido,92027,68,Offer A,Yes,Yes,5733.4,6770.33,Stayed
Male,49,No,0,Modesto,95354,1,Offer E,Yes,Yes,79.25,99.23,Churned
Female,54,No,0,San Diego,92122,2,None,Yes,Yes,155.8,166.44,Churned
Female,41,No,0,Sutter Creek,95685,45,Offer B,Yes,Yes,4016.85,4607.62,Churned
Female,64,Yes,0,Temecula,92592,40,Offer B,Yes,Yes,3303.05,3384.25,Churned
Female,38,No,0,Herlong,96113,34,None,Yes,Yes,3634.8,3730.68,Stayed
Female,49,No,0,Cerritos,90703,13,None,Yes,Yes,1215.65,1595.38,Stayed
Female,64,No,0,Shaver Lake,93664,1,Offer E,Yes,No,20.25,30.96,Churned
Female,36,Yes,1,Camp Nelson,93208,35,None,No,Yes,1383.6,1383.6,Stayed
Male,63,Yes,2,Sacramento,95833,35,None,Yes,No,666.0,1514.05,Stayed
Male,75,Yes,0,Temecula,92590,72,None,Yes,Yes,7550.3,9602.3,Stayed
Male,69,Yes,0,Van Nuys,91405,2,Offer E,Yes,Yes,140.1,154.68,Joined
Female,27,No,0,San Carlos,94070,12,None,Yes,No,227.45,657.17,Stayed
Male,64,Yes,0,Willows,95988,69,Offer A,Yes,Yes,5388.15,8446.92,Stayed
Male,68,No,0,Compton,90222,57,None,Yes,Yes,5913.95,7833.1,Stayed
Female,61,Yes,0,Morro Bay,93442,35,Offer C,Yes,Yes,2416.55,2861.6,Churned
Male,47,Yes,3,Tecate,91980,69,None,Yes,Yes,6194.1,8012.25,Stayed
Female,50,Yes,0,Big Bend,96011,63,None,Yes,Yes,6873.75,7055.34,Churned
Female,58,No,3,Stinson Beach,94970,41,None,Yes,Yes,1841.9,3438.44,Stayed
Female,47,Yes,3,Palmdale,93551,47,None,Yes,No,1041.8,1227.45,Stayed
Male,31,Yes,0,Mckinleyville,95519,72,None,Yes,Yes,8684.8,11195.44,Churned
Female,26,No,0,Salyer,95563,59,Offer B,Yes,Yes,4786.1,4900.56,Stayed
Female,20,Yes,3,San Juan Capistrano,92675,18,None,Yes,No,309.25,669.25,Stayed
Female,19,Yes,0,San Diego,92124,25,Offer C,No,Yes,853.0,853.0,Churned
Male,46,Yes,0,Guadalupe,93434,40,Offer B,Yes,Yes,3132.75,3651.55,Stayed
Male,31,No,0,Winterhaven,92283,2,None,Yes,Yes,146.65,179.03,Joined
Female,30,Yes,0,Santa Ana,92707,21,None,No,Yes,1157.05,1167.05,Churned
Male,36,Yes,1,Ranchita,92066,68,Offer A,Yes,Yes,6770.5,9124.66,Stayed
Female,73,Yes,0,Vista,92083,70,Offer A,Yes,No,1462.05,2575.05,Stayed
Male,48,Yes,2,Hemet,92545,1,None,Yes,Yes,44.55,85.65,Joined
Female,24,Yes,0,Potrero,91963,72,Offer A,Yes,Yes,6052.25,7215.05,Stayed
Female,61,Yes,0,Moss Beach,94038,2,None,Yes,Yes,154.8,169.78,Joined
Female,21,Yes,0,Duarte,91010,11,None,Yes,No,233.9,255.02,Stayed
Female,40,Yes,2,Fullerton,92835,56,None,Yes,No,1468.9,3096.26,Stayed
Female,41,No,0,Pleasanton,94566,36,Offer C,No,Yes,1267.2,1267.2,Stayed
Male,42,No,0,Stirling City,95978,37,None,Yes,Yes,3358.65,4996.93,Stayed
Female,50,Yes,0,Santa Monica,90405,39,None,No,Yes,2184.35,2184.35,Churned
Male,29,No,3,Fontana,92335,18,Offer D,Yes,Yes,1406.65,2146.09,Stayed
Male,29,No,0,Reseda,91335,19,None,Yes,Yes,1651.95,1819.55,Stayed
Female,36,No,0,Downieville,95936,4,None,Yes,Yes,333.6,429.96,Churned
Male,46,Yes,1,Lebec,93243,1,None,Yes,Yes,69.95,81.4,Joined
Female,76,Yes,0,Glendale,91202,38,None,Yes,Yes,3147.15,3252.13,Stayed
Male,38,Yes,2,La Verne,91750,10,Offer E,Yes,No,197.54,659.84,Stayed
Male,28,Yes,0,Orland,95963,56,None,Yes,Yes,5514.95,8141.35,Stayed
Female,37,No,0,Chula Vista,91911,30,Offer C,Yes,Yes,2038.7,2717.9,Stayed
Male,64,Yes,2,Sonora,95370,72,Offer A,Yes,Yes,6501.35,8562.71,Stayed
Female,26,No,0,Angelus Oaks,92305,8,None,Yes,No,140.95,183.11,Stayed
Female,64,Yes,1,Ramona,92065,53,Offer B,Yes,Yes,5566.4,7069.48,Stayed
Male,44,Yes,0,Scott Bar,96085,46,Offer B,Yes,Yes,4312.5,4778.48,Stayed
Female,31,No,0,Cypress,90630,6,Offer E,Yes,No,112.75,159.07,Stayed
Female,22,Yes,0,Independence,93526,8,Offer E,Yes,Yes,777.3,1087.94,Churned
Female,21,Yes,0,San Diego,92130,56,None,Yes,Yes,5508.35,6731.31,Churned
Female,29,No,0,Riverside,92506,31,Offer C,Yes,Yes,1994.3,3079.64,Churned
Male,76,No,0,Napa,94559,13,None,Yes,Yes,788.35,1437.05,Stayed
Male,59,Yes,3,Vallejo,94589,40,Offer B,Yes,Yes,4469.1,4929.1,Stayed
Female,71,Yes,0,Murrieta,92562,59,None,Yes,Yes,5483.9,6643.16,Stayed
Female,41,Yes,3,Kelseyville,95451,50,None,Yes,Yes,5153.5,7527.5,Stayed
Female,53,Yes,3,Carlsbad,92009,2,None,No,Yes,36.55,36.55,Churned
Female,56,No,0,Ballico,95303,46,Offer B,Yes,Yes,3593.8,5747.98,Stayed
Female,45,No,3,Cedar Glen,92321,18,Offer D,Yes,Yes,1166.7,1930.8,Stayed
Female,59,No,0,Fallbrook,92028,35,Offer C,No,Yes,1175.85,1205.85,Stayed
Male,47,No,2,Buena Park,90621,1,None,Yes,Yes,50.6,62.46,Churned
Male,28,No,0,Sacramento,95815,4,None,Yes,Yes,332.45,501.77,Churned
Male,30,No,0,Sacramento,95828,5,None,Yes,Yes,424.15,606.75,Churned
Female,64,Yes,0,Los Angeles,90058,69,None,Yes,Yes,4254.1,7045.82,Stayed
Male,41,Yes,0,Apple Valley,92308,17,None,Yes,Yes,1400.85,1683.22,Churned
Female,48,No,0,Topanga,90290,1,None,Yes,No,20.2,63.72,Churned
Male,71,Yes,0,Pioneer,95666,24,None,Yes,Yes,1772.25,1821.45,Churned
Female,69,No,0,Vallejo,94591,62,None,Yes,Yes,4959.15,6169.39,Stayed
Male,49,No,0,Fallbrook,92028,12,None,Yes,Yes,518.9,652.34,Churned
Male,45,No,0,Sacramento,95816,23,None,Yes,No,473.9,1286.26,Stayed
Female,54,Yes,2,Pasadena,91105,45,Offer B,No,Yes,2333.85,2333.85,Stayed
Female,64,No,0,Los Gatos,95033,9,None,Yes,Yes,781.4,1226.82,Stayed
Male,60,Yes,0,Hinkley,92347,4,None,Yes,Yes,307.4,437.12,Churned
Male,60,No,0,Mad River,95552,24,None,Yes,Yes,2107.15,2335.87,Stayed
Female,42,Yes,0,Mountain View,94041,71,Offer A,Yes,No,1801.9,3556.31,Stayed
Male,56,No,0,Sacramento,95828,2,Offer E,Yes,Yes,98.5,111.44,Churned
Male,29,Yes,0,Los Angeles,90003,1,None,Yes,No,18.8,62.37,Joined
Female,41,No,0,San Francisco,94117,10,None,Yes,Yes,1060.2,1512.3,Churned
Female,53,No,0,Los Altos,94022,2,None,No,Yes,96.8,96.8,Joined
Female,28,No,0,Fresno,93704,67,Offer A,Yes,Yes,3870.0,6281.33,Stayed
Female,39,Yes,3,Bradley,93426,7,None,Yes,Yes,477.05,609.42,Stayed
Female,34,No,0,Millbrae,94030,13,Offer D,Yes,Yes,995.35,1544.55,Stayed
Female,47,No,0,Posey,93260,57,None,Yes,Yes,5468.95,7688.53,Stayed
Female,74,Yes,0,Granite Bay,95746,36,Offer C,Yes,Yes,3301.05,3690.81,Stayed
Female,61,No,0,Coachella,92236,66,None,Yes,Yes,5965.95,6842.43,Stayed
Female,33,No,0,Doyle,96109,22,Offer D,Yes,Yes,1253.5,1974.0,Stayed
Female,57,Yes,0,Berkeley,94703,17,Offer D,Yes,Yes,1607.2,2045.63,Churned
Female,75,No,0,San Diego,92126,1,None,Yes,Yes,74.45,114.06,Churned
Female,64,Yes,0,South Pasadena,91030,11,Offer D,Yes,Yes,1078.9,1361.27,Churned
Female,27,Yes,0,La Puente,91744,2,None,Yes,Yes,145.4,162.4,Churned
Female,52,No,0,Rough And Ready,95975,3,None,Yes,Yes,293.15,344.18,Joined
Male,51,No,0,Guadalupe,93434,4,None,Yes,Yes,321.9,350.94,Churned
Female,38,Yes,0,Winnetka,91306,69,Offer A,Yes,No,1375.4,1739.03,Stayed
Male,38,Yes,3,Barstow,92311,72,Offer A,Yes,Yes,7732.65,10052.49,Stayed
Female,46,No,0,Myers Flat,95554,23,Offer D,Yes,Yes,2341.55,2758.31,Stayed
Male,32,Yes,3,Dulzura,91917,40,Offer B,Yes,Yes,3015.75,3570.15,Stayed
Female,44,No,0,Tulare,93274,70,None,Yes,Yes,5991.05,7176.15,Stayed
Female,68,Yes,0,Knights Landing,95645,70,None,Yes,Yes,6470.1,9165.1,Stayed
Female,58,No,0,Sierraville,96126,3,Offer E,Yes,Yes,220.45,338.98,Joined
Male,27,No,0,Santa Rosa,95403,69,Offer A,Yes,Yes,7430.75,7801.58,Stayed
Female,58,No,0,Ontario,91764,6,Offer E,Yes,Yes,573.3,860.82,Churned
Male,55,No,0,San Francisco,94110,72,None,Yes,Yes,6632.75,9902.27,Stayed
Female,41,Yes,0,Fullerton,92831,67,Offer A,Yes,Yes,5883.85,6098.25,Stayed
Female,74,Yes,0,Long Beach,90802,40,None,Yes,Yes,4062.2,4852.6,Churned
Female,20,Yes,1,Browns Valley,95918,19,None,Yes,No,467.7,1067.72,Stayed
Male,25,No,0,Needles,92363,70,Offer A,No,Yes,2799.75,2799.75,Stayed
Female,23,No,0,Sacramento,95833,21,None,Yes,Yes,1524.85,2012.29,Stayed
Male,76,Yes,0,Angels Camp,95222,32,Offer C,Yes,Yes,3351.55,4710.14,Churned
Male,69,Yes,1,Burbank,91506,29,Offer C,Yes,Yes,2964.8,4396.24,Stayed
Female,25,No,0,Murrieta,92563,29,Offer C,Yes,Yes,1993.25,2468.27,Stayed
Female,22,Yes,0,Santa Paula,93060,25,None,Yes,Yes,2395.7,3220.95,Stayed
Male,73,No,0,Valencia,91354,55,Offer B,Yes,Yes,5617.75,6108.9,Churned
Female,54,Yes,0,Tollhouse,93667,55,Offer B,Yes,Yes,5676.65,7527.95,Stayed
Female,34,No,0,Garden Valley,95633,2,None,Yes,Yes,193.8,279.58,Churned
Female,28,No,0,Fallbrook,92028,2,None,Yes,No,39.85,67.63,Joined
Male,58,No,0,Five Points,93624,62,Offer B,Yes,Yes,6125.4,7529.08,Churned
Male,41,No,3,Foresthill,95631,19,Offer D,Yes,No,377.55,835.45,Stayed
Female,61,Yes,1,Richvale,95974,7,None,Yes,No,158.95,194.02,Stayed
Male,26,Yes,0,San Luis Obispo,93401,29,None,Yes,Yes,2263.4,2360.55,Stayed
Male,47,Yes,0,Rancho Palos Verdes,90275,29,Offer C,No,Yes,1009.25,1009.25,Stayed
Male,44,No,0,Hathaway Pines,95233,12,Offer D,Yes,Yes,858.6,1079.16,Churned
Female,25,No,2,Encino,91436,50,Offer B,Yes,Yes,3478.15,5354.15,Stayed
Male,19,Yes,1,Sonoma,95476,67,None,Yes,Yes,7530.8,10275.12,Stayed
Female,63,Yes,0,San Bernardino,92408,33,None,Yes,Yes,2745.7,3218.92,Churned
Female,32,Yes,2,Riverside,92507,37,Offer C,Yes,Yes,2658.8,2700.24,Stayed
Female,44,Yes,0,San Ramon,94583,64,Offer B,Yes,No,1584.8,2020.64,Stayed
Male,21,No,0,Fresno,93721,1,Offer E,Yes,Yes,89.9,122.75,Churned
Male,64,No,0,Pasadena,91107,8,Offer E,Yes,Yes,572.45,665.09,Stayed
Male,57,No,0,Grass Valley,95949,9,Offer E,Yes,Yes,431.0,466.92,Churned
Male,23,No,0,Lake Isabella,93240,1,None,Yes,No,20.05,38.2,Joined
Female,31,Yes,0,La Puente,91746,48,None,No,Yes,1604.5,1604.5,Churned
Female,39,No,0,Dulzura,91917,38,None,Yes,Yes,2522.4,3287.72,Stayed
Male,36,No,3,Cressey,95312,3,None,Yes,No,50.6,105.89,Joined
Female,35,No,0,West Sacramento,95605,32,Offer C,Yes,No,601.55,1098.51,Stayed
Male,43,No,0,Kneeland,95549,3,None,Yes,Yes,196.9,264.37,Joined
Female,34,No,0,Lake Hughes,93532,10,None,Yes,Yes,953.45,1386.05,Churned
Female,30,No,0,San Diego,92130,1,Offer E,Yes,Yes,85.8,120.27,Churned
Female,21,Yes,0,San Diego,92109,3,None,Yes,Yes,292.85,382.63,Churned
Female,25,No,0,Burlingame,94010,3,None,No,Yes,113.95,113.95,Joined
Female,51,Yes,2,Kyburz,95720,56,Offer B,Yes,Yes,4620.4,6070.8,Stayed
Male,24,No,0,Planada,95365,9,Offer E,No,Yes,190.1,190.1,Stayed
Female,75,No,0,Saratoga,95070,53,None,Yes,Yes,4003.85,4891.07,Stayed
Female,35,No,0,Whittier,90605,63,Offer B,Yes,Yes,3503.5,5228.44,Stayed
Male,64,No,0,Yorba Linda,92886,35,None,Yes,Yes,1924.1,2637.75,Stayed
Male,36,Yes,0,Rancho Cordova,95742,41,Offer B,Yes,Yes,4213.35,6056.65,Churned
Male,37,No,0,Branscomb,95417,13,Offer D,No,Yes,331.85,283.26,Stayed
Male,52,Yes,3,San Jose,95124,14,Offer D,Yes,Yes,944.65,986.09,Stayed
Male,27,No,0,Thousand Palms,92276,14,Offer D,Yes,No,283.75,892.75,Stayed
Female,41,Yes,3,Oak Park,91377,51,None,Yes,Yes,4539.35,5928.08,Stayed
Female,37,No,0,San Jose,95135,1,Offer E,Yes,Yes,55.4,68.41,Churned
Female,29,No,0,San Francisco,94132,1,Offer E,Yes,Yes,69.95,82.99,Churned
Female,49,Yes,0,Imperial,92251,68,None,Yes,Yes,3848.8,6914.52,Stayed
Male,77,No,0,Round Mountain,96084,1,None,Yes,Yes,88.8,148.4,Churned
Female,50,No,0,Hilmar,95324,1,None,No,Yes,25.85,25.85,Joined
Female,38,No,0,Sacramento,95827,60,None,Yes,Yes,5941.05,6949.65,Stayed
